"","totalfee","confirmation","gasprice","gasamt","past_min","past_max","past_median","blck_med","blck_min","blck_max","blck_totalfee","blck_count","Eur_night","eth_high"
"1",0.0487594857178816,-0.0206871806722425,-0.0808559584018372,0.267279322655882,0.148842735918837,0.29578162798791,-0.0392848110112734,-0.193238344211805,0.25672929106221,-0.196458799059415,-0.154257459624759,-0.17423655953726,-0.993357354432119,-1.00626759474892
"2",-0.0788288106516638,-0.0204142224018029,-0.0810013873001333,0.0291445163245051,-0.033854146922746,-0.412514154024016,-0.23815354672422,-0.180716861865661,-0.741051672077114,-0.172594271386112,-0.273288276545695,0.181266796866273,-0.993357354432119,-1.00626759474892
"3",0.561484816474769,-0.0195173595132156,-0.0546787549052181,0.910012604226888,0.0584101061641745,-0.307869410567397,-0.154576323724354,0.0196268556726419,-0.802453577501072,-0.0680095504684495,0.0154720174878884,0.722986197100229,-0.993357354432119,-1.00626759474892
"4",-0.227513597140471,-0.0206871806722425,-0.0474073117937307,-0.290848319656865,0.24778379694808,0.07620815420998,-0.0497793979155241,0.0571913027110737,0.427119582604819,-0.211947708046315,-0.133960884378127,0.265910453152829,-0.993357354432119,-1.00626759474892
"5",-0.228106633460147,-0.0206091925949741,-0.0735845134870314,-0.261648487357715,-0.0012536603701186,0.0992746771484354,0.100532457806514,-0.0514716847714788,0.25672929106221,-0.167439348888557,-0.157351158413306,-1.41003394132097,-0.993357354432119,-1.00626759474892
"6",-0.244499480662782,-0.0206871806722425,-0.0732209412412911,-0.290848319656865,-0.150105403685765,0.481366055683288,-0.187960191056604,-0.0429805560580778,0.265939576875804,-0.0751521177088751,-0.0436648167348748,-0.580526109712726,-0.993357354432119,-1.00626759474892
"7",-0.0773537387546358,-0.0210771210585848,-0.0764930914529537,0.0139030592522454,-0.00202443255497055,0.202190920008245,-0.154334198238935,-0.193238344211805,0.210677861994241,-0.172424285114226,-0.238451101387143,-0.32659514085306,-0.993357354432119,-1.00626759474892
"8",-0.183407717053525,-0.021779013754001,-0.079401669418876,-0.170510795068489,-0.0717342907687617,-0.220033485273133,-0.272852420020642,-0.0304590737119339,0.25672929106221,-0.177962290881018,-0.109673471854673,-1.03760185366013,1.00638887607643,-1.00626759474892
"9",-0.145681784943573,-0.0206871806722425,-0.0546787567085364,-0.159811966145742,-0.947626517388416,-0.283283917319887,-0.167166311686365,0.0196268556726419,0.304315767765778,-0.131832661562352,-0.0792041952810085,2.06035596642781,1.00638887607643,-1.00626759474892
"10",-0.263877742145981,-0.0206871806722425,-0.102670293146254,-0.290848319656865,-0.323132385077355,-0.576541723672542,-0.447892262789638,-0.43114650878854,-0.802453577501072,-0.220849379877866,-0.415249787327362,0.756843659614851,1.00638887607643,-1.00626759474892
